,Unnamed: 0,name,bday,name_spouse,num_of_child,edu,role,birthplace,bday_sp,birthplace_sp,role_sp,name_sp_sp,num_of_child_sp,age_diff,age,age_sp
786,786,Shelley Hennig,1987-01-02,,,,"Actress, model, dancer","Metairie, Louisiana , U.S. [1]",,,,,,,32.260758263345586,
787,787,Pamela Hensley,1950-10-03,Wes Farrell ( m.  1978;  div.  1980) E. Duke Vincent  ( m.  1982),,,"Actress, author","Glendale, California , U.S.",1939-12-21,"New York City ,  New York , U.S.","Musician ,  songwriter ,  record producer",Joan Arthurs ( m.  1965;  div.  1972) Tina Sinatra ( m.  1974;  div.  1976) Pamela Hensley ( m.  1978;  div.  1980) Jean Inman ( m.  1981; died 1996),3,10.784615700527732,68.51064703587343,79.29526273640116
788,788,Taraji P. Henson,1970-09-11,,1,North Carolina A&T State UniversityHoward University (BFA),"
 Actress 
 author 
","Washington, D.C. , U.S.",,,,,,,48.57047030397612,
789,789,Audrey Hepburn,1929-05-04,"20 January 1993 (1993-01-20)  (aged 63) Tolochenaz ,  Vaud , Switzerland",2,,Actress (1948–1989) Humanitarian (1988–1992),"Ixelles ,  Brussels , Belgium",1917-08-25,"Elberon, New Jersey , U.S.","Actor, director, producer",Frances Pilchard ( m.  1937;  div.  1939) Barbara C. Tripp ( m.  1940;  div.  1944) Frances Pilchard ( m.  1944;  div.  1954) Audrey Hepburn ( m.  1954;  div.  1968) Elizabeth Soukhotine ( m.  1971),6,11.690862919840928,89.92655564453753,101.61741856437845
790,790,Katharine Hepburn,1907-05-12,"June 29, 2003 (2003-06-29)  (aged 96) Fenwick, Connecticut , U.S.",,,Actress,"Hartford, Connecticut , U.S.",,,,,,,111.90647309664128,
791,791,Barbara Hershey,1948-02-05,Stephen Douglas ( m.  1992;  div.  1993),1,,Actress,"Hollywood ,  California , U.S.",,,,,,,71.16915473965926,
792,792,Lori Heuring,1973-04-06,,,,,"Panama City ,  Panama",,,,,,,46.0023135314209,
793,793,Jennifer Love Hewitt,1979-02-21,Brian Hallisay  ( m.  2013),2,,Actress singer,"Waco, Texas , United States",1978-10-31,"Washington, D.C. , U.S.",Actor,Jennifer Love Hewitt  ( m.  2013),2,0.30938349178970137,40.12402718741658,40.43341067920628
794,794,Catherine Hicks,1951-08-06,Kevin Yagher  ( m.  1990),1,"Saint Mary's College, Indiana (BA)Cornell University (MFA)",Actress,"New York City , New York, U.S.",1962-06-23,"Lawrence, Kansas , U.S.",Special Effects technician,Catherine Hicks  (1990–present),,-10.88044244577233,67.67010958472795,56.78966713895563
795,795,Brianna Hildebrand,1996-08-14,,,,Actress,"College Station, Texas , U.S. [3]",,,,,,,22.645228854801946,
796,796,Marianna Hill,1942-02-09,,,,Actress,"Santa Barbara, California , U.S. [1]",,,,,,,77.15695736394314,
797,797,Paris Hilton,1981-02-17,,,,"
 Media personality 
 businesswoman 
 socialite 
 model 
 singer 
 actress 
 fashion designer 
 DJ 
 writer 
","New York City , U.S.",,,,,,,38.13356879333593,
798,798,Nichole Hiltz,1978-09-03,,,,Actress,"Hanover ,  Massachusetts , U.S.",,,,,,,40.59220928561162,
799,799,Cheryl Hines,1965-09-11,Paul Young ( m.  2002;  div.  2010) Robert F. Kennedy Jr.  ( m.  2014),1,,"Actress, comedian, director","Miami Beach, Florida , U.S.",,,,,,,53.56988849873714,
800,800,Connie Hines,1931-03-24,"Unknown (divorced) Lee Savin (m. 1970-1995, his death) [1]",,,Actress,"Dedham ,  Norfolk County Massachusetts , U.S.",,,,,,,88.04013771672246,
801,801,Marin Hinkle,1966-03-23,Randall Sommer ( m.  1998),1,Brown University (BA)New York University (MFA),Actress,"Dar es Salaam ,  Tanzania",,,,,,,53.04147244638836,
802,802,Ashley Hinshaw,1988-12-11,Topher Grace  ( m.  2016),1,,"Actress, model","La Porte, Indiana , U.S.",1978-07-12,"New York City, New York , U.S.",Actor,Ashley Hinshaw  ( m.  2016),1,10.417736161591272,30.319582195390733,40.73731835698201
803,803,Mitzi Hoag,1932-09-25,Jonathan David Beggs (1976-2019; her death) Stephen Abel Wolfson (1959-67; divorced; 1 child),,,Actress,"Cleveland Ohio , U.S.",,,,,,,86.53155095587178,
804,804,Gaby Hoffmann,1982-01-08,,1,Buckley SchoolCalabasas High School[2],Actress,"Manhattan, New York City ,  New York , U.S.",,,,,,,37.24374901606467,
805,805,Alexandra Holden,1977-04-30,,,,Actress,"Northfield, Minnesota , U.S.",,,,,,,41.936521626042975,
806,806,Laurie Holden,1969-12-17,,,,"Actress, producer, activist","Los Angeles ,  Los Angeles County ,  California , US",,,,,,,49.30422938184905,
807,807,Willa Holland,1991-06-18,,,,"Actress, voice actress, model","Los Angeles ,  California , U.S.",,,,,,,27.803445655968297,
808,808,Judy Holliday,1921-06-21,David Oppenheim ( m.  1948;  div.  1958),Jonathan Oppenheim,,Actress,"Lower East Side ,  Manhattan ,  New York City , U.S.",1922-04-13,"Detroit ,  Michigan , U.S.",,Judy Holliday ( m.  1948;  div.  1957) Ellen Adler  ( m.  1957–1976) Patricia Jaffe  ( m.  1987),,-0.8104204740685983,97.7953003826225,96.9848799085539
809,809,Laurel Holloman,1971-05-23,Paul Macherey ( m.  2002;  div.  2012),2,,"Painter, actress","Chapel Hill, North Carolina ,  United States",,,,,,,47.87504192420104,
810,810,Lauren Holly,1963-10-28,Danny Quinn ( m.  1991–1993) Jim Carrey  ( m.  1996–1997) Francis Greco ( m.  2001–2014),3,,Actress,"Bristol, Pennsylvania , U.S.",,,,,,,55.44261689151728,
811,811,Celeste Holm,1917-04-29,Ralph Nelson  (m. 1936–1939; divorced)  Francis Davies (m. 1940–1945; divorced)  A. Schuyler Dunning (m. 1946–1953; divorced)  Wesley Addy  (m. 1961–1996; his death)  Frank Basile (m. 2004–2012; her death),"2, including  Ted Nelson",,"Actress ,  singer","Manhattan , New York, U.S.",,,,,,,101.9404915912031,
812,812,Katie Holmes,1978-12-18,Tom Cruise ( m.   2006 ;  div.   2012 ),1,,Actress,"Toledo, Ohio , U.S.",1962-07-03,"Syracuse, New York , U.S.","Actor, producer",Mimi Rogers ( m.   1987 ;  div.   1990 ) Nicole Kidman ( m.   1990 ;  div.   2001 ) Katie Holmes ( m.   2006 ;  div.   2012 ),3,16.46029692601491,40.30199114287083,56.76228806888574
813,813,Darla Hood,1931-11-08,Robert W. Decker  (m.1949–1957; divorced) (2 children)   Jose Granson  (m.1957–1979; her death) (3 children),,,Film actress child actress singer,"Leedey, Oklahoma , U.S.",,,,,,,87.41315701212208,
814,814,Charlene Holt,,William A. Tishman (1966-1972) (divorced),,,"Actress, model","Snyder ,  Texas , U.S.",,,,,,,,
815,815,Miriam Hopkins,1902-10-18,Brandon Peters (1926–1927) Austin Parker (1928–1931) Anatole Litvak  (1937–1939) Raymond B. Brock (1945–1951),1,,Actress,"Savannah, Georgia , U.S.",,,,,,,116.47056407729112,
816,816,Hedda Hopper,1885-05-02,DeWolf Hopper ( m.  1913; divorce 1922),William Hopper,,"Actress, gossip columnist","Hollidaysburg, Pennsylvania , U.S.",1858-03-30,"New York City , U.S.","Actor, comedian, singer","
 Helen Gardner (married 1880–1885) 
 Ida Mosher (married 1886–1892) 
 Edna Wallace Hopper  (married 1893–1898) 
 Nella Bergen (married 1899–1913) 
 Hedda Hopper  (married 1913–1922) 
 Lillian Glaser (married 1925–1935) 
","
John A. Hopper
William Hopper (1915–1970)
",27.091589834151282,133.93019706085684,161.02178689500812
817,817,Cody Horn,1988-06-12,,,,"Actress, model","Los Angeles ,  California , U.S. [1]",,,,,,,30.817881270662642,
818,818,Lena Horne,1917-06-30,Louis Jordan Jones ( m.  1937;  div.  1944) Lennie Hayton ( m.  1947; died 1971),2,Boys and Girls High School,Singer dancer actress activist,"Bedford–Stuyvesant, Brooklyn , New York, U.S.",,,,,,,101.77074135676982,
819,819,Julianne Hough,1988-07-20,Brooks Laich  ( m.  2017),,Las Vegas AcademyAlta High School,Dancer actress singer,"Orem, Utah , U.S.",,,,,,,30.71384080439708,
820,820,Whitney Houston,1963-08-09,Bobby Brown ( m.  1992;  div.  2007),Bobbi Kristina Brown  (d. 2015),Mount Saint Dominic Academy,Singer actress film producer model,"Newark, New Jersey , U.S.",1969-02-05,"Boston ,  Massachusetts , U.S.",Singer songwriter dancer actor rapper,Whitney Houston ( m.  1992;  div.  2007) Alicia Etheredge-Brown ( m.  2012),8; including Bobbi Kristina Brown,-5.4949793630259345,55.66164945207636,50.16667008905043
821,821,Bryce Dallas Howard,1981-03-02,Seth Gabel  ( m.  2006),2,,Actress,"Los Angeles ,  California , U.S.",1981-10-03,"Hollywood, Florida ,  U.S.",Actor,Bryce Dallas Howard  ( m.  2006),2,-0.5886500065025292,38.09797600224508,37.50932599574256
822,822,Traylor Howard,1966-06-14,Cameron Hall ( m.  1991–1993) Christian Navarro ( m.  2003–2006) Jarel Portman ( m.  2011),2,,Actress,"Orlando, Florida , U.S.",,,,,,,52.81422616480831,
823,823,Kelly Hu,1968-02-13,,,,"Actress, voice artist, model","Honolulu, Hawaii , U.S.",,,,,,,51.14684079755231,
824,824,Season Hubley,1951-03-14,Kurt Russell ( m.  1979;  div.  1983) David Hayball ( m.  1992;  div.  1994),1,,"Actress, singer","New York City, New York , U.S.",1951-03-17,"Springfield, Massachusetts , U.S.",Actor,Season Hubley ( m.  1979;  div.  1983),"2, including Wyatt Russell",-0.008213721020965523,68.06710610074128,68.05889237972032
825,825,Vanessa Hudgens,1988-12-14,"
 Austin Butler  (2011–present) 
 Zac Efron  (2005–2010) 
",,,"
 Actress 
 singer 
","Salinas, California , U.S.",,,,,,,30.311368474369768,
826,826,Jennifer Hudson,1981-09-12,James Payton  (1999–2007) David Otunga   (2008–2017),1,Dunbar Vocational High SchoolKennedy-King College,Singer actress   mezzo-soprano,"Chicago, Illinois ,  U.S.",,,,,,,37.566822042889314,
827,827,Haley Hudson,1986-06-14,,,,Actress,"Los Angeles, California, U.S.",,,,,,,32.81381547875726,
828,828,Kate Hudson,1979-04-19,Chris Robinson ( m.  2000;  div.  2007),3,,"Actress, singer, author, businesswoman","Los Angeles ,  California , U.S.",,,,,,,39.967966488018234,
829,829,Felicity Huffman,1962-12-09,William H. Macy  ( m.  1997),2,,Actress,"Bedford,  New York , U.S.",1950-03-13,"Miami ,  Florida , U.S. [1] [2]",Actor,Felicity Huffman  ( m.  1997),2,12.742219210524514,56.32696085477457,69.06918006529908
830,830,Sharon Hugueny,1944-02-29,American,1,,Actress,"Los Angeles , California, U.S.",1930-06-29,"New York City , U.S.","Film producer, studio executive","Sharon Hugueny ( m.  1961;  div.  1962) Camilla Sparv ( m.  1964;  div.  1967) Ali MacGraw ( m.  1969;  div.  1973) Phyllis George ( m.  1977;  div.  1978) Catherine Oxenberg ( m.   1998 ; annulled  1998 ) Leslie Ann Woodward ( m.  2002;  div.  2004) Victoria, Lady White ( m.  2005;  div.  2006)",Josh Evans,13.670369685893618,75.10352710870175,88.77389679459537
831,831,Josephine Hull,1877-01-03,Shelly Hull ( m.  1910; died 1919),,,Actress,"Newtonville, Massachusetts , U.S.",1884-06-17,"Louisville, Kentucky , U.S.",Actor,Josephine Sherwood  ( m.  1910),,-7.452582873022718,142.25617226910887,134.80358939608615
832,832,Gayle Hunnicutt,1943-02-06,David Hemmings ( m.  1968;  div.  1975) Sir Simon Jenkins ( m.  1978;  div.  2009),"2, including   Nolan Hemmings",,Actress Writer Model,"Fort Worth, Texas , U.S.",1941-11-18,"Guildford ,  Surrey , England","Actor,  director ,  producer ,  screenwriter ,  singer-songwriter  ( operatic   boy soprano ) and  pop singer )",Genista Ouvry ( m.  1960;  div.  1967) Gayle Hunnicutt ( m.  1968;  div.  1975) Prudence de Casembroot ( m.  1976;  div.  1997) Lucy Williams  ( m.  2002),"6, including Nolan Hemmings",1.2183686181098858,76.1658350274133,77.38420364552319
833,833,Helen Hunt,1963-06-15,Hank Azaria ( m.  1999;  div.  2000),2,,"Actress, director, screenwriter","Culver City, California , U.S.",1964-04-25,"Queens ,  New York City , U.S.","Actor, voice actor, comedian, producer",Helen Hunt ( m.  1999;  div.  2000) Katie Wright  ( m.  2007),1,-0.8624407072013799,55.81223433746073,54.94979363025935
834,834,Linda Hunt,1945-04-02,Karen Kline ( m.  2008),,,Actress,"Morristown, New Jersey , U.S. [1]",,,,,,,74.01384011992033,
835,835,Holly Hunter,1958-03-20,Janusz Kamiński ( m.  1995;  div.  2001),2,Carnegie Mellon University (BFA),"Actress, producer","Conyers ,  Georgia , U.S.",1959-06-27,"Ziębice ,  Poland","Cinematographer ,  film director ,  television director",Holly Hunter ( m.  1995;  div.  2001) Rebecca Rankin ( m.  2004;  div.  2010),,-1.2703888512426675,61.04985044182974,59.779461590587076
836,836,Kaki Hunter,1955-11-06,,,,Actress architect writer,"Topanga Canyon ,  California , United States",,,,,,,63.4181400028748,
837,837,Kim Hunter,1922-11-12,William Baldwin (1944–46; divorced; 1 child) Robert Emmett (1951–2000; his death; 1 child),Kathryn Deirdre Baldwin (b. 1944) Sean Robert Emmett (1954) [1],,Actress,"Detroit ,  Michigan , U.S.",,,,,,,96.40170571606535,
838,838,Mary Beth Hurt,1946-09-26,William Hurt ( m.  1971;  div.  1982) Paul Schrader  ( m.  1982),2,University of Iowa (BA)New York University (MFA),Actress,"Marshalltown, Iowa , U.S.",1950-03-20,"Washington, D.C. ,  U.S.",Actor,Mary Beth Hurt ( m.  1971;  div.  1982) Heidi Henderson ( m.  1989;  div.  1992),4,-3.479879805882393,72.52989452213255,69.05001471625016
839,839,Ruth Hussey,1911-10-30,Charles Robert Longenecker (1942–2002) (his death),"3, including  John Longenecker",,Actress,"Providence, Rhode Island , U.S.",,,,,,,107.43820886123603,
840,840,Anjelica Huston,1951-07-08,Robert Graham ( m.  1992; died 2008),,Kylemore AbbeyHolland Park School,"Actress, director, producer, author","Santa Monica, California , U.S.",1938-08-19,"Mexico City ,  Mexico",,Joey Graham ( div. )  Anjelica Huston  ( m.  1992),,12.884590374887917,67.74950888793062,80.63409926281854
841,841,Lauren Hutton,1943-11-17,Robert Williamson (1964–1997),,,"Model, actress","Charleston ,  South Carolina , U.S.",,,,,,,75.38826943742856,
842,842,Martha Hyer,1924-08-10,C. Ray Stahl ( m.  1951;  div.  1954) Hal B. Wallis ( m.  1966; died 1986),,,Actress,"Fort Worth, Texas , U.S.",,,,,,,94.65765895261367,
843,843,Sarah Hyland,1990-11-24,,,Professional Performing Arts School,Actress,"New York City , U.S.",,,,,,,28.367454499407927,
844,844,Joyce Hyser,1957-12-20,,,,Actress,"New York ,  New York , U.S.",,,,,,,61.29626207245871,
845,845,Laura Innes,1957-08-16,David Brisbin  (m. 1988),2,,"Actress, television director","Pontiac, Michigan , U.S.",,,,,,,61.64123835533926,
846,846,Kathy Ireland,1963-03-20,Greg Olsen ( m.  1988),3 [2],,"Model, actress, entrepreneur, businesswoman, author","Glendale, California , U.S.",,,,,,,56.05043224706873,
847,847,Marin Ireland,1979-08-30,,,,Actress,"Camarillo, California , U.S.",,,,,,,39.603824856088764,
848,848,Amy Irving,1953-09-10,"
 Steven Spielberg ( m.  1985;  div.  1989) 
 Bruno Barreto ( m.  1996;  div.  2005) 
 Kenneth Bowser  ( m.  2007) 
",2,,Actress,"Palo Alto ,  California , U.S.",1946-12-18,"Cincinnati, Ohio , U.S.","Film producer, film director, screenwriter",Amy Irving ( m.  1985;  div.  1989) Kate Capshaw  ( m.  1991),7 (including Sasha and Jessica Capshaw),6.729775423177752,65.57287281737476,72.30264824055251
849,849,Judith Ivey,1951-09-04,Ricardo Gutierrez ( m.  1973;  div.  1978)     Tim Braine ( m.  1989),2 (with Braine),Illinois State University,Actress  &  Theatre director,"El Paso ,  Texas ,  U.S.",,United States,"Actor ,  film director ,  teacher",,,,67.59071028152529,
850,850,Janet Jackson,1966-05-16,James DeBarge ( m.  1984; ann. 1985) René Elizondo Jr. ( m.  1991;  div.  2000) Wissam Al Mana ( m.  2012;  sep.  2017),1 (with Al Mana),,"
 Singer 
 songwriter 
 dancer 
 actress 
 record producer 
 film producer 
 businesswoman 
 philanthropist 
 author 
","Gary, Indiana ,  U.S.",1963-08-22,"Detroit, Michigan , U.S.",Singer,Janet Jackson ( m.  1984; ann. 1985),"3, including Kristinia DeBarge",2.7324311929745306,52.89362546801098,55.62605666098551
851,851,Kate Jackson,1948-10-29,Andrew Stevens ( m.  1978;  div.  1981) David Greenwald ( m.  1982;  div.  1984) Tom Hart ( m.  1991;  div.  1993),1,University of Mississippi (withdrawn) Birmingham Southern College (withdrawn) American Academy of Dramatic Arts,"Actress, producer, director","Birmingham ,  Alabama , U.S.",1955-06-10,"Memphis, Tennessee , U.S.","Executive, film producer, film director, actor",Kate Jackson ( m.  1978;  div.  1982) Robyn Suzanne Scott ( m.  1995;  div.  2010) Diana Stevens ( m.  2016;  div.  2018),3,-6.612045421877246,70.43813356879333,63.82608814691609
852,852,Shar Jackson,1976-08-31,Kevin Federline  (2001–2004),4,,"Actress, singer","Boston ,  Massachusetts , U.S.",,,,,,,42.59909512173419,
853,853,Sherry Jackson,1942-02-15,Fletcher R. Jones (1967– d.  1972),,,Actress,"Wendell ,  Gooding County   Idaho , USA",,,,,,,77.1405299219012,
854,854,Victoria Jackson,1959-08-02,,,,"Actress, comedian, singer","Miami, Florida",,,,,,,59.680896938335486,
855,855,Allison Janney,1959-11-19,,,Kenyon College (BA),Actress,"Boston ,  Massachusetts , U.S.",,,,,,,59.382465074573744,
856,856,Anne Jeffreys,1923-01-26,Joseph R. Serena  (1945-1949; annulled) Robert Sterling   (1951-2006; his death),3,,"Actress, singer","Goldsboro, North Carolina , U.S.",,,,,,,96.19636269054122,
857,857,Scarlett Johansson,1984-11-22,Ryan Reynolds ( m.  2008;  div.  2011) Romain Dauriac ( m.  2014;  div.  2017),1,,Actress singer,"New York City , U.S.",1976-10-23,"Vancouver ,  British Columbia , Canada","
 Actor 
 comedian 
 producer 
 screenwriter 
",Scarlett Johansson ( m.  2008;  div.  2011) Blake Lively  ( m.  2012),2,8.082301484630074,34.37168456573372,42.4539860503638
858,858,Amy Jo Johnson,1970-10-06,Olivier Giner ( m.  2009),1,,"Actress, singer, songwriter, musician, director","Hyannis, Massachusetts , U.S.",,,,,,,48.50202262880141,
859,859,Ashley Johnson,1983-08-09,"Brian Wayne Foster (from 2012, engaged 2018)",,,"Actress, voice actress, singer","Camarillo, California , U.S.",,,,,,,35.66123876602531,
860,860,Dakota Johnson,1989-10-04,,,,"
 Actress 
 model 
","Austin, Texas , U.S.",,,,,,,29.50642381431515,
861,861,Rita Johnson,1913-08-13,Stanley Kahn (1940–43; divorced) Edwin Hutzler (1943–46; divorced),,,Actress,"Worcester, Massachusetts , U.S.",,,,,,,105.65035558567253,
862,862,Kristen Johnston,1967-09-20,,,,Actress,"Washington, D.C. , U.S.",,,,,,,51.546575220572635,
863,863,Lynn-Holly Johnson,1958-12-13,Kelly Givens (1993–present) 2 children,Kellen Givens Jensie Givens,,"Figure skater, actress","Chicago, Illinois , U.S.",,,,,,,60.31609136395682,
864,864,JoJo,1990-12-20,,,,"
 Singer 
 songwriter 
 actress 
","Brattleboro, Vermont , U.S.",,,,,,,28.296268917226225,
865,865,Angelina Jolie,1975-06-04,Jonny Lee Miller ( m.  1996;  div.  2000) Billy Bob Thornton ( m.  2000;  div.  2003) Brad Pitt ( m.  2014;  sep.  2016),6,,"
 Actress 
 filmmaker 
","Los Angeles ,  California , U.S.",1972-11-15,"London ,  England",Actor,"British, American [1]",1,2.5489914235063007,43.842104902906975,46.391096326413276
866,866,Anissa Jones,1958-03-11,,,,"Actress, Student","Lafayette, Indiana , U.S.",,,,,,,61.07449160489264,
867,867,Carolyn Jones,1930-04-28,"
 Don Donaldson ( m.  1950;  div.  1951) [2] 
 Aaron Spelling ( m.  1953;  div.  1964) 
 Herbert Greene ( m.  1968;  div.  1977) 
 Peter Bailey-Britton ( m.  1982; her death 1983) 
",,Amarillo High School,"Actress, singer","Amarillo, Texas , United States",,,,,,,88.94364702902865,
868,868,Cherry Jones,1956-11-21," ( 1956-11-21 )  November 21, 1956  (age 62) Paris, Tennessee ,  U.S.",,Carnegie Mellon University (BFA),Actress,"Paris, Tennessee ,  U.S.",,,,,,,62.37499743321218,
869,869,Janet Jones,1961-01-10,Wayne Gretzky  ( m.  1988),5,,Actress,"Bridgeton, Missouri , United States",,,,,,,58.238019945652546,
870,870,January Jones,1978-01-05,,1,Roosevelt High School,"
 Actress 
 model 
","Sioux Falls ,  South Dakota , U.S.",,,,,,,41.25204487429585,
871,871,Jennifer Jones,1919-03-02,Robert Walker ( m.  1939;  div.  1945) David O. Selznick ( m.  1949; died 1965) Norton Simon ( m.  1971; died 1993),"3, including  Robert Walker Jr.",,"Actress, singer","Tulsa, Oklahoma , U.S.",1918-10-13,"Salt Lake City, Utah , U.S.",Actor,Jennifer Jones ( m.  1939;  div.  1945) Barbara Ford ( m.  1948;  div.  1948) Hanna Hertelendy  ( m.   1949 ),"2, including Robert Walker Jr.",0.38330698097839105,100.10061808250683,100.48392506348522
872,872,Jill Marie Jones,1975-01-04,,,,Actress,"Dallas, Texas , U.S.",,,,,,,44.25552886096224,
873,873,Marcia Mae Jones,1924-08-01,Robert Chic (2 children) (m.1943–1951) Bill Davenport (m.1955–1963; divorced),,,Actress,"Los Angeles, California",,,,,,,94.68230011567657,
874,874,Rashida Jones,1976-02-25,Ezra Koenig  (2017–present),1,,"Actress, writer, producer","Los Angeles ,  California , U.S.",,,,,,,43.11382163904803,
875,875,Shirley Jones,1934-03-31,"Singer, actress","3; including  Shaun ,  Patrick  and Ryan Cassidy",,"Singer, actress","Charleroi, Pennsylvania , U.S.",1927-03-05,"Richmond Hill, Queens, New York , U.S.","Actor, singer",Evelyn Ward ( m.  1948;  div.  1956) Shirley Jones ( m.  1956;  div.  1974),"4; including David, Shaun, Patrick and Ryan",7.072013799051315,85.02022628801413,92.09224008706545
876,876,Tamala Jones,1974-11-12,,,,Actress,"Pasadena, California , U.S.",,,,,,,44.40063793233263,
877,877,Dorothy Jordan,1906-08-09,Paul J. Barnes (?) Merian C. Cooper  (1933–1973) (his death) 3 children,"Col. Richard M. Cooper Dr. Elizabeth There
sa Henderson Mary Carolyn Cooper [1]",,Actress,"Clarksville, Tennessee , U.S.",,,,,,,112.6621354305701,
878,878,Milla Jovovich,1975-12-17,Shawn Andrews ( m.  1992; annulled 1992) Luc Besson ( m.  1997;  div.  1999) Paul W. S. Anderson  ( m.  2009),2,,"
 Actress 
 model 
 musician 
","Kiev ,  Ukrainian SSR ,  Soviet Union",,"Littleton ,  Massachusetts , U.S.",,,,,43.30547512953723,
879,879,Elaine Joyce,1943-12-19,Bobby Van ( m.  1968; died 1980) John Levoff ( m.  1985;  div.  1992) Neil Simon ( m.  1999; died 2018),2,,Actress,"Cleveland, Ohio , U.S.",1928-12-06,"The Bronx , New York, U.S.","Actor, singer, dancer, game show host",Diane Garrett ( m.  1952;  div.  1962) Elaine Joyce  ( m.  1968),2,15.033847375373895,75.30065641320492,90.33450378857881
880,880,Ella Joyce,1954-06-12,Dan Martin  ( m.  1992),,Cass Technical High SchoolEastern Michigan University,"Actress , author, acting coach, consultant","Chicago, Illinois , U.S.",1951-12-22,,Actor,Ella Joyce  (m. 1992),,2.4723300273106226,64.81994839045292,67.29227841776354
881,881,Ashley Judd,1968-04-19,Dario Franchitti ( m.  2001;  div.  2013),,"University of Kentucky (BA)Harvard University (MPA)University of California, Berkeley","
 Actress 
 activist 
","Los Angeles ,  California , U.S.",,,,,,,50.96613893509107,
882,882,Victoria Justice,1993-02-19,,,Cleveland High School,"
 Actress 
 singer 
","Hollywood, Florida , U.S.",,,,,,,26.12784656769133,
883,883,Jane Kaczmarek,1955-12-21,Bradley Whitford ( m.  1992;  div.  2010),3,"University of Wisconsin, Madison (BA)Yale University (MFA)",Actress,"Milwaukee ,  Wisconsin , U.S.",1959-10-10,"Madison, Wisconsin , U.S.",Actor,Jane Kaczmarek ( m.  1992;  div.  2010),3,-3.802952832707037,63.29493418756032,59.49198135485328
884,884,Madeline Kahn,1942-09-29,John Hansbury ( m.   1999 ),,,"Actress, singer, comedian, voice over artist","Boston ,  Massachusetts , U.S.",,,,,,,76.5217629383218,
885,885,Mindy Kaling,1979-06-24,,1,Buckingham Browne & Nichols,"Actress, comedian, writer, producer","Cambridge, Massachusetts , U.S.",,,,,,,39.78726462555699,
886,886,Elena Kampouris,1997-09-16,,,,Actress,"New York City ,  New York , U.S.",,,,,,,21.55554186602052,
887,887,Melina Kanakaredes,1967-04-23,Peter Constantinides ( m.  1992),2,,Actress,"Akron, Ohio , United States",,,,,,,51.95726127162091,
888,888,Carol Kane,1952-06-18,,,,"Actress, comedian","Cleveland ,  Ohio , U.S.",,,,,,,66.8021930635126,
889,889,Chelsea Kane,1988-09-15,,,,"Actress, singer","Phoenix, Arizona , U.S.",,,,,,,30.557780104998734,
890,890,Mitzi Kapture,1962-05-02,,2,,Actress,"Yorba Linda, California , U.S.",,,,,,,56.932038303319025,
891,891,Julie Kavner,1950-09-07,David Davis  (1976–present),,,"Actress, voice actress","Los Angeles , California, U.S.",,,,,,,68.58183261805513,
892,892,Lainie Kazan,1940-05-15,Peter H.B. Daniels (m. 1971; d. 1989),,,"Actress, singer","Brooklyn ,  New York , U.S.",,,,,,,78.89552831338084,
893,893,Jane Kean,1923-04-10,Dick Linkroum ( m.  1962–1969) Joe Hecht ( m.  1970–2005),,,"Actress, singer","Hartford, Connecticut , U.S.",,,,,,,95.99375757202407,
894,894,Staci Keanan,1975-06-06,Guy Birtwhistle ( m.  2017),,,Actress (1987–2012) Attorney (2013–present),"Devon, Pennsylvania , US",,,,,,,43.836629088893,
895,895,Diane Keaton,1946-01-05,,2,Santa Ana High School,"
 Actress 
 director 
 producer 
","Los Angeles ,  California , U.S.",,,,,,,73.25270197197752,
896,896,Arielle Kebbel,1985-02-19,,,,"Actress, model, singer","Winter Park, Florida , U.S.",,,,,,,34.12801084211175,
897,897,Monica Keena,1979-05-25,,,,Actress,"Brooklyn ,  New York , U.S.",,,,,,,39.869401835766645,
898,898,Catherine Keener,1959-03-23,Dermot Mulroney ( m.  1990;  div.  2007),1,,Actress,"Miami ,  Florida , U.S.",1963-10-31,"Alexandria, Virginia , U.S.",Actor,Catherine Keener ( m.  1990;  div.  2007) Tharita Cesaroni-Catulle ( m.  2008),3,-4.6078974927616585,60.042300663257976,55.43440317049632
899,899,Sally Kellerman,1937-06-02,Jonathan D. Krane ( m.  1980; died 2016),3,,"Actress, singer, film producer, voice-over artist, activist, author","Long Beach, California , U.S.",,,,,,,81.84699206691445,
900,900,Sheila Kelley,1961-10-09,Richard Schiff  ( m.  1996),2,Hempfield Area High School,Actress,"Greensburg, Pennsylvania , U.S.",1955-05-27,"Bethesda, Maryland , U.S.","Actor, comedian",Sheila Kelley  ( m.  1996),2,6.371109605262257,57.493309239751675,63.86441884501393
901,901,Jean Louisa Kelly,1972-03-09,James Pitaro ( m.  1997),2,,"Actress, singer","Worcester, Massachusetts , U.S.",,,,,,,47.07831098516739,
902,902,Lisa Robin Kelly,1970-03-05,Robert Joseph Gilliam ( m.  2012; her death 2013)   [1],,DePaul University (BFA),Actress,"Southington, Connecticut ,  U.S.",,,,,,,49.09067263530394,
903,903,Minka Kelly,1980-06-24,,,Valley High School,"Actress, model","Los Angeles ,  California , U.S.",,,,,,,38.7851906609992,
904,904,Moira Kelly,1968-03-06,Steve Hewitt ( m.  2000),2,,Actress,"Queens, New York , U.S.",,,,,,,51.08660684339856,
